#,Filename,File extension,Path,Size,Date created
609,"11 Thy hand, Belinda ( Dido & Aeneas).wma",.wma,\Baroque & Early Music\,"5,947,308",29 Jun 2007 18:41
610,12 Pavan.wma,.wma,\Baroque & Early Music\,"7,110,538",29 Jun 2007 18:41
611,13 Celia has a thousand Charmes.wma,.wma,\Baroque & Early Music\,"3,173,416",29 Jun 2007 18:41
612,14 Musqetir Mars.wma,.wma,\Baroque & Early Music\,"6,126,236",29 Jun 2007 18:41
613,15 St Matthew Passion (opening).wma,.wma,\Baroque & Early Music\,"7,164,220",29 Jun 2007 18:41
614,16 Marche pour la ceremonie des Turcs ( Le bourgeois gentilhomme).wma,.wma,\Baroque & Early Music\,"7,862,228",29 Jun 2007 18:41
616,01 Stille Nacht.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,969,544",24 Aug 2009 13:20
617,02 O Tannenbaum.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"2,448,774",24 Aug 2009 13:20
618,03 Der Nussbaum.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,835,708",24 Aug 2009 13:20
619,05 Das Veilchen.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,039,332",24 Aug 2009 13:20
620,"06 Innsbuck, Ich Muss Dich Lassen.wma",.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"4,363,670",24 Aug 2009 13:20
621,07 An die Musik.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,441,996",24 Aug 2009 13:20
622,08 Zigeunerleben.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"4,408,382",24 Aug 2009 13:20
623,09 Wolcum Yole from A ceremony of Carols.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"2,010,364",24 Aug 2009 13:20
624,10 There Is No rose.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,782,026",24 Aug 2009 13:20
625,11 This Little Babe.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"2,108,750",24 Aug 2009 13:20
626,12 Balulalow.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"2,063,996",24 Aug 2009 13:20
627,13 Deo Gracis.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"2,019,258",24 Aug 2009 13:20
628,"14 An der schonen, blauen Donau.wma",.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"7,871,292",24 Aug 2009 13:20
629,15 Vergnugungszug.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"4,157,844",24 Aug 2009 13:20
630,16 Gold und Silber.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"8,855,536",24 Aug 2009 13:20
631,17 Eljen a Magyar.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,665,704",24 Aug 2009 13:20
632,18 Wo die Zitronen bluh'n.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"6,215,902",24 Aug 2009 13:20
633,19 Leichtes Blut.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,755,184",24 Aug 2009 13:20
634,20 Geschichten aus dem Wienerwald.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"6,412,774",24 Aug 2009 13:20
635,21 Tritsch-Tratsch Polka.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"4,166,806",24 Aug 2009 13:20
636,22 Radetzky Marsch.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,629,912",24 Aug 2009 13:20
638,01 Abdelazar Suite.wma,.wma,\BBC Radio Classics\,"15,306,476",27 Jun 2007 22:03
639,02 Egmont Overture.wma,.wma,\BBC Radio Classics\,"12,425,526",27 Jun 2007 22:03
640,03 A Midsummer Night's Dream- Wedding March.wma,.wma,\BBC Radio Classics\,"15,897,386",27 Jun 2007 22:03
641,04 Slavonic Dance.wma,.wma,\BBC Radio Classics\,"7,933,594",27 Jun 2007 22:03
642,05 II Emperor Waltz.wma,.wma,\BBC Radio Classics\,"14,939,914",27 Jun 2007 22:03
643,06 Prince Igor- Polovtsian Dances.wma,.wma,\BBC Radio Classics\,"17,194,828",27 Jun 2007 22:03
645,01 Overture 'The Wreckers'.wma,.wma,\BBCMusic - PROMS 1994\,"13,713,780",25 Jun 2007 19:10
646,02 Pavane pour une infante defunte.wma,.wma,\BBCMusic - PROMS 1994\,"9,714,330",25 Jun 2007 19:10
647,03 Symphony No. 1 3rd Movt Allegro.wma,.wma,\BBCMusic - PROMS 1994\,"8,273,710",25 Jun 2007 19:10
648,04 The Nutcracker-Pas de Deux.wma,.wma,\BBCMusic - PROMS 1994\,"7,692,084",25 Jun 2007 19:10
649,"05 Enigma Variations-VII Troyte, VIII WN, IX Nimrod.wma",.wma,\BBCMusic - PROMS 1994\,"8,792,746",25 Jun 2007 19:10
650,06 Symphony No. 3-2nd movt Allegro molto.wma,.wma,\BBCMusic - PROMS 1994\,"11,879,774",25 Jun 2007 19:10
651,07 Symphony No. 7-3rd Movt- Presto.wma,.wma,\BBCMusic - PROMS 1994\,"11,915,546",25 Jun 2007 19:10
652,08 Siefried's Funeral Music.wma,.wma,\BBCMusic - PROMS 1994\,"10,000,672",25 Jun 2007 19:10
653,09 Serenade to music.wma,.wma,\BBCMusic - PROMS 1994\,"19,234,996",25 Jun 2007 19:10
654,10 Concerto for 2 pianos-3rd Movt.wma,.wma,\BBCMusic - PROMS 1994\,"4,828,740",25 Jun 2007 19:10
659,01 Symphony No. 5 in C minor ('Fate') Op. 67- Allegro con brio.wma,.wma,\Beethoven  Symphonies Nos. 1 & 5\,"6,758,954",30 Dec 2006 15:30
660,02 Symphony No. 5 in C minor ('Fate') Op. 67- Andante con moto.wma,.wma,\Beethoven  Symphonies Nos. 1 & 5\,"5,695,226",30 Dec 2006 15:30
661,03 Symphony No. 5 in C minor ('Fate') Op. 67- Allegro.wma,.wma,\Beethoven  Symphonies Nos. 1 & 5\,"5,503,976",30 Dec 2006 15:30
662,04 Symphony No. 5 in C minor ('Fate') Op. 67- Allegro.wma,.wma,\Beethoven  Symphonies Nos. 1 & 5\,"5,169,320",30 Dec 2006 15:30
663,"05 Symphony No. 1 in C major, Op. 21- Adagio molto - Allegro con brio.wma",.wma,\Beethoven  Symphonies Nos. 1 & 5\,"7,087,648",30 Dec 2006 15:30
664,"06 Symphony No. 1 in C major, Op. 21- Andante cantabile con moto.wma",.wma,\Beethoven  Symphonies Nos. 1 & 5\,"7,177,278",30 Dec 2006 15:30
665,"07 Symphony No. 1 in C major, Op. 21- Menuetto, Allegro molto e vivace.wma",.wma,\Beethoven  Symphonies Nos. 1 & 5\,"4,751,034",30 Dec 2006 15:30
666,"08 Symphony No. 1 in C major, Op. 21- Finale, Adagio - Allegro molto e vivace.wma",.wma,\Beethoven  Symphonies Nos. 1 & 5\,"4,984,112",30 Dec 2006 15:30
667,09 Track 9.wma,.wma,\Beethoven  Symphonies Nos. 1 & 5\,"4,296,446",07 Jul 2007 12:06
668,10 Track 10.wma,.wma,\Beethoven  Symphonies Nos. 1 & 5\,"6,447,806",07 Jul 2007 12:06
669,11 Track 11.wma,.wma,\Beethoven  Symphonies Nos. 1 & 5\,"2,904,038",07 Jul 2007 12:06
670,12 Track 12.wma,.wma,\Beethoven  Symphonies Nos. 1 & 5\,"5,933,870",07 Jul 2007 12:06
671,13 Track 13.wma,.wma,\Beethoven  Symphonies Nos. 1 & 5\,"5,324,318",07 Jul 2007 12:06
674,"01 Symphony No. 7, Poco Sostenuto - Vivace.wma",.wma,\Beethoven Symphonies No. 7 & 8\,"19,923,668",03 Mar 2014 15:13
675,"02 Symphony No. 7, Allegretto.wma",.wma,\Beethoven Symphonies No. 7 & 8\,"13,893,068",03 Mar 2014 15:13
676,"03 Symphony No. 7, Presto.wma",.wma,\Beethoven Symphonies No. 7 & 8\,"12,058,720",03 Mar 2014 15:13
677,"04 Symphony No. 7, Allegro con brio.wma",.wma,\Beethoven Symphonies No. 7 & 8\,"11,772,404",03 Mar 2014 15:13
678,"05 Symphony No. 8, Allegro vivace con brio.wma",.wma,\Beethoven Symphonies No. 7 & 8\,"12,658,270",03 Mar 2014 15:13
679,"06 Symphony No. 8, Allegretto scherzando.wma",.wma,\Beethoven Symphonies No. 7 & 8\,"6,868,910",03 Mar 2014 15:13
680,"07 Symphony No. 8, Tempo di minuetto.wma",.wma,\Beethoven Symphonies No. 7 & 8\,"8,524,282",03 Mar 2014 15:13
681,"08 Symphony No. 8, Allegretto vivace.wma",.wma,\Beethoven Symphonies No. 7 & 8\,"11,790,302",03 Mar 2014 15:13
683,01 Sinfonia.wma,.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"6,439,100",03 Mar 2014 13:55
684,02 I Capuleti e i Montecchi 1-2.wma,.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"5,267,492",21 May 2010 12:45
685,"03 Odi Capello, generosi amici (Tebaldo, Capellio, Lorenzo).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"3,603,220",21 May 2010 12:45
686,"04 Rivenirlo io sapro (Tebaldo, Cappellio).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"12,685,406",21 May 2010 12:45
687,"06 Lieto del doce incarno (Romeo, Tebaldo, Cappellio).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"9,464,148",21 May 2010 12:45
688,"07 La tremenda ultrice spada (Romeo, Tebaldo, Cappellio).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"8,229,330",21 May 2010 12:45
689,08 I Capuleti e i Montecchi 1-8.wma,.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"6,457,576",21 May 2010 12:45
690,"09 Oh! quante volte (Giulietta, Lorenzo).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"2,243,086",21 May 2010 12:45
691,"10 Si fuggire (Romeo, Giulietta).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"7,200,262",21 May 2010 12:45
692,"11 Odi tu- (Romeo, Giulietta).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"8,488,768",21 May 2010 12:45
693,12 I Capuleti e i Montecchi 1-12.wma,.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"6,081,762",21 May 2010 12:45
694,13 I Capuleti e i Montecchi 1-13.wma,.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"5,348,026",21 May 2010 12:45
695,"14 Tace il fragor (Giulietta, Romeo).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 1\,"4,873,790",21 May 2010 12:45
697,"01 Accorriam... Romeo, Romeo (Montecchi, Tebaldo, Cappellio).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"4,855,306",21 May 2010 12:45
698,"02 Oh Dio! (Giulietta, Lorenzo, Romeo, Tebaldo, Cappellio).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"2,359,426",21 May 2010 12:45
699,"03 Ne alcun ritorna! (Giulietta, Lorenzo).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"14,340,530",21 May 2010 12:45
700,"04 Oh Dio! (Giulietta, Lorenzo).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"4,041,362",21 May 2010 12:45
701,"05 Prendi gl'istanti volano (Lorenzo, Giulietta, Cappellio).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"7,101,634",21 May 2010 12:45
702,"06 Deh! Padre mio (Giulietta, Cappellio, Lorenzo).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"9,410,198",21 May 2010 12:45
703,"08 Chi sai tu- (Tebaldo, Romeo).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"5,902,546",21 May 2010 12:45
704,"09 Svana ah! Svana un disperato (Romeo, Tebaldo).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"7,799,556",21 May 2010 12:45
705,10 Siami giunti (Montecchi).wma,.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"13,347,274",21 May 2010 12:45
706,"12 Tu sola, o mia Giulietta  (Romeo, Giulietta).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"6,018,902",21 May 2010 12:45
707,"13 O tu, mia sola speme (Romeo,  Giulietta).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"7,924,818",21 May 2010 12:45
708,"14 Ah! Crudel! Que mai facesti- (Giulietta, Romeo).wma",.wma,\Bellini  I Capuleti e i Montecchi Disc 2\,"1,688,076",21 May 2010 12:45
710,01 Track 1.wma,.wma,\Best of Gershwin\,"4,983,588",30 Dec 2006 15:31
711,02 Track 2.wma,.wma,\Best of Gershwin\,"5,945,838",30 Dec 2006 15:31
712,03 Track 3.wma,.wma,\Best of Gershwin\,"3,925,950",30 Dec 2006 15:31
713,04 Track 4.wma,.wma,\Best of Gershwin\,"4,320,366",30 Dec 2006 15:31
714,05 Track 5.wma,.wma,\Best of Gershwin\,"2,491,710",30 Dec 2006 15:31
715,06 Track 6.wma,.wma,\Best of Gershwin\,"5,306,406",30 Dec 2006 15:31
716,07 Track 7.wma,.wma,\Best of Gershwin\,"5,115,174",30 Dec 2006 15:31
717,08 Track 8.wma,.wma,\Best of Gershwin\,"6,358,182",30 Dec 2006 15:31
718,09 Track 9.wma,.wma,\Best of Gershwin\,"3,226,758",30 Dec 2006 15:31
719,10 Track 10.wma,.wma,\Best of Gershwin\,"2,264,622",30 Dec 2006 15:31
720,11 Track 11.wma,.wma,\Best of Gershwin\,"1,338,342",30 Dec 2006 15:31
721,12 Track 12.wma,.wma,\Best of Gershwin\,"2,497,686",30 Dec 2006 15:31
722,13 Track 13.wma,.wma,\Best of Gershwin\,"4,129,134",30 Dec 2006 15:31
723,14 Track 14.wma,.wma,\Best of Gershwin\,"2,091,318",30 Dec 2006 15:31
724,15 Track 15.wma,.wma,\Best of Gershwin\,"2,461,830",30 Dec 2006 15:31
725,16 Track 16.wma,.wma,\Best of Gershwin\,"1,929,966",30 Dec 2006 15:31
744,01 Concerto- 1 Maestoso.wma,.wma,\Brahms - Piano Concerto No. 1\,"31,636,566",21 May 2010 13:42
745,02 II- Adagio.wma,.wma,\Brahms - Piano Concerto No. 1\,"21,033,622",21 May 2010 13:42
746,03 III- Rondo. Allegro non troppo.wma,.wma,\Brahms - Piano Concerto No. 1\,"16,989,166",21 May 2010 13:42
747,"04 Two Songs for Alto with Viola and Piano Op. 91, 1- Gestillte Sehnsucht.wma",.wma,\Brahms - Piano Concerto No. 1\,"8,667,560",21 May 2010 13:42
748,"05 Two Songs for Alto with Viola and Piano Op. 91, 2- Geistliches Wiegenlied.wma",.wma,\Brahms - Piano Concerto No. 1\,"7,665,390",21 May 2010 13:42
752,"01 String Sextet No.1 in B Flat Major, Op. 18 - Allegro ma non troppo.wma",.wma,\Brahms  String Sextets Nos. 1 and 2\,"16,138,664",27 Jun 2007 22:00
753,02 String Sextet No 1 in B flat Major Op 18 - 2 - andante ma moderato.wma,.wma,\Brahms  String Sextets Nos. 1 and 2\,"13,929,004",27 Jun 2007 22:00
754,03 Scherzo- Allegro molto.wma,.wma,\Brahms  String Sextets Nos. 1 and 2\,"4,202,440",27 Jun 2007 22:00
755,04 Rondo- Poco allegretto e grazioso.wma,.wma,\Brahms  String Sextets Nos. 1 and 2\,"14,179,482",27 Jun 2007 22:00
756,05 String Sextet No. 2 in G flat Major Op. 36 - Allegro non troppo.wma,.wma,\Brahms  String Sextets Nos. 1 and 2\,"14,868,538",27 Jun 2007 22:00
757,06 Scherzo- Allegro non troppo.wma,.wma,\Brahms  String Sextets Nos. 1 and 2\,"10,081,286",27 Jun 2007 22:00
758,07 Poco adagio.wma,.wma,\Brahms  String Sextets Nos. 1 and 2\,"14,734,214",27 Jun 2007 22:00
759,08 Poco allegro.wma,.wma,\Brahms  String Sextets Nos. 1 and 2\,"9,204,352",27 Jun 2007 22:00
761,01 String Quintet No.1.Op. 88- Allegro non troppo ma con brio.wma,.wma,\Brahms String Quintets\,"15,655,460",03 Mar 2014 14:47
762,02 String Quintet No.1.Op. 88-  Grave e appassionato.wma,.wma,\Brahms String Quintets\,"18,089,824",03 Mar 2014 14:47
763,03 String Quintet No.1.Op. 88-  Allegro energico.wma,.wma,\Brahms String Quintets\,"7,441,654",03 Mar 2014 14:47
764,04 String Quintet No.2. Op. 111.-   Allegro non troppo.wma,.wma,\Brahms String Quintets\,"19,315,662",03 Mar 2014 14:47
765,05 String Quintet No.2. Op. 111.-  Adagio.wma,.wma,\Brahms String Quintets\,"9,490,732",03 Mar 2014 14:47
766,06 String Quintet No.2. Op. 111.-Un poco allegretto.wma,.wma,\Brahms String Quintets\,"7,531,140",03 Mar 2014 14:47
767,07 String Quintet No.2. Op. 111.-Vivace ma non troppo presto.wma,.wma,\Brahms String Quintets\,"7,405,886",03 Mar 2014 14:47
866,01 A Winter Idyll.wma,.wma,\British Music on Lyrita from QUAD\,"10,367,284",25 Jun 2007 18:34
867,02 An English Suite.wma,.wma,\British Music on Lyrita from QUAD\,"4,757,204",25 Jun 2007 18:34
868,03 Music for Children.wma,.wma,\British Music on Lyrita from QUAD\,"3,119,728",25 Jun 2007 18:34
869,04 Piano Concerto No.2 in C minor Op.126.wma,.wma,\British Music on Lyrita from QUAD\,"14,993,784",25 Jun 2007 18:34
870,05 Rout for Orchestra and Soprano.wma,.wma,\British Music on Lyrita from QUAD\,"10,636,068",25 Jun 2007 18:34
871,06 Piano Concerto No. 5 in F minor (A Stroll through the Meadows).wma,.wma,\British Music on Lyrita from QUAD\,"13,714,288",25 Jun 2007 18:34
872,07 Symphony No. 4 Op. 53.wma,.wma,\British Music on Lyrita from QUAD\,"7,522,166",25 Jun 2007 18:34
873,"08 Serenade for Strings, Op. 12.wma",.wma,\British Music on Lyrita from QUAD\,"2,994,478",25 Jun 2007 18:34
874,09 Mediterranean.wma,.wma,\British Music on Lyrita from QUAD\,"4,757,194",25 Jun 2007 18:34
875,10 Scottish Dances Op. 59.wma,.wma,\British Music on Lyrita from QUAD\,"6,153,108",25 Jun 2007 18:34
876,11 Suite The Three Men.wma,.wma,\British Music on Lyrita from QUAD\,"7,987,436",25 Jun 2007 18:34
877,12 Russian Scenes.wma,.wma,\British Music on Lyrita from QUAD\,"4,444,030",25 Jun 2007 18:34
878,13 En Voyage (City Lights).wma,.wma,\British Music on Lyrita from QUAD\,"6,779,476",25 Jun 2007 18:34
879,14 London Fields.wma,.wma,\British Music on Lyrita from QUAD\,"4,945,106",25 Jun 2007 18:34
880,15 Dynamic Triptych for Piano and Orchestra Op. 88.wma,.wma,\British Music on Lyrita from QUAD\,"9,714,456",25 Jun 2007 18:34
882,01 Riccardo primo.wma,.wma,\Broadway Classics\,"4,541,350",07 Jul 2007 11:53
883,"02 Symp #2, Scherzo.wma",.wma,\Broadway Classics\,"6,298,512",07 Jul 2007 11:53
884,03 Mary at the feet of Christ.wma,.wma,\Broadway Classics\,"4,553,528",07 Jul 2007 11:53
885,04 Symp #3 3rd movement.wma,.wma,\Broadway Classics\,"4,003,752",07 Jul 2007 11:53
886,05 Adieux de l'hotesse arabe.wma,.wma,\Broadway Classics\,"4,876,234",07 Jul 2007 11:53
887,"06 Gregoriana Concto, 1st mov.wma",.wma,\Broadway Classics\,"5,181,052",07 Jul 2007 11:53
888,07 Dracula- Charing X station.wma,.wma,\Broadway Classics\,"2,898,208",07 Jul 2007 11:53
889,08 La Mort De Sardanapole.wma,.wma,\Broadway Classics\,"5,175,030",07 Jul 2007 11:53
890,09 West Side Story.wma,.wma,\Broadway Classics\,"3,657,172",07 Jul 2007 11:53
891,10 Fireworks Flourish.wma,.wma,\Broadway Classics\,"3,938,046",07 Jul 2007 11:53
892,11 Tristan Und Isolde- Liebestod.wma,.wma,\Broadway Classics\,"8,300,486",07 Jul 2007 11:53
893,12 Send in the Clowns ( a little night music).wma,.wma,\Broadway Classics\,"4,326,472",07 Jul 2007 11:53
894,13 A Fellow Needs a Girl.wma,.wma,\Broadway Classics\,"2,503,750",07 Jul 2007 11:53
895,"14 Piano qtet #1 in G minor, Allegro.wma",.wma,\Broadway Classics\,"5,593,434",07 Jul 2007 11:53
896,"15 Pastoral, 3rd movmt.wma",.wma,\Broadway Classics\,"6,376,220",07 Jul 2007 11:53
934,01 Overture.wma,.wma,\Carmen\,"5,302,656",25 Jun 2007 19:00
935,02 L'amour est un oiseau rebelle.wma,.wma,\Carmen\,"7,513,046",25 Jun 2007 19:00
936,03 Pres des ramparts de Seville.wma,.wma,\Carmen\,"7,396,720",25 Jun 2007 19:00
937,04 Les Triangles des sistres Tintaient.wma,.wma,\Carmen\,"7,137,242",25 Jun 2007 19:00
938,05 Votre toast.wma,.wma,\Carmen\,"7,280,362",25 Jun 2007 19:00
939,06 Car nous l'avons humblement.wma,.wma,\Carmen\,"7,933,598",25 Jun 2007 19:00
940,07 La fleur que tu m'avais jetee.wma,.wma,\Carmen\,"6,439,286",25 Jun 2007 19:00
941,08 Melons! Coupons.wma,.wma,\Carmen\,"11,208,542",25 Jun 2007 19:00
942,"09 Je dis, que rien ne m'epouvante.wma",.wma,\Carmen\,"9,427,922",25 Jun 2007 19:00
943,10 L'on m'avait avertie que tu n'etais pas loin.wma,.wma,\Carmen\,"13,579,820",25 Jun 2007 19:00
945,21 Episode 21_ Mike's Japanese Adven.mp3,.mp3,\Castle to Castle  A Tale of Two Disnerds\,"35,965,571",17 Jul 2011 16:07
946,22 Episode 22_ An Aural Day in Tokyo.mp3,.mp3,\Castle to Castle  A Tale of Two Disnerds\,"57,853,963",26 Jul 2011 22:08
947,23 Episode 23_ The Return of the Dis.mp3,.mp3,\Castle to Castle  A Tale of Two Disnerds\,"27,743,275",22 Nov 2011 16:03
948,24 Episode 24_ Pixar and Princesses.mp3,.mp3,\Castle to Castle  A Tale of Two Disnerds\,"28,224,860",04 Dec 2011 09:39
949,25 Episode 25_ Oswald the Not-so-Luc.mp3,.mp3,\Castle to Castle  A Tale of Two Disnerds\,"21,748,384",29 Dec 2011 11:08
950,27 Episode 27_ Mike and the Muppets.mp3,.mp3,\Castle to Castle  A Tale of Two Disnerds\,"58,140,248",27 May 2012 10:26
951,"28 Episode 28_ Animators, Muppets an.mp3",.mp3,\Castle to Castle  A Tale of Two Disnerds\,"37,577,928",31 May 2012 19:24
952,38 Episode 38_ Fraggles Are Gonna Wr.mp3,.mp3,\Castle to Castle  A Tale of Two Disnerds\,"62,375,155",10 May 2013 08:27
953,39 Episode 39_ Don't Need Privilege.mp3,.mp3,\Castle to Castle  A Tale of Two Disnerds\,"51,938,710",04 Aug 2013 10:15
954,The Outtakes_ Part 2 (Explicit!).mp3,.mp3,\Castle to Castle  A Tale of Two Disnerds\,"7,795,750",09 Apr 2013 08:08
956,01 Symphonic Sketches - 'Jubilee'.wma,.wma,\CD 63 - American Music Special\,"7,499,494",07 Jul 2007 11:46
957,02 Three Places in New England - 'The Housatonic at Stockbridge' (ending).wma,.wma,\CD 63 - American Music Special\,"2,378,440",07 Jul 2007 11:46
958,03 Appalachian Spring - Variations of a Shaker Tune.wma,.wma,\CD 63 - American Music Special\,"3,167,256",07 Jul 2007 11:46
959,04 Harmonium - 'Negative Love' (extract).wma,.wma,\CD 63 - American Music Special\,"3,227,012",07 Jul 2007 11:46
960,05 Susie Asado.wma,.wma,\CD 63 - American Music Special\,"1,720,946",07 Jul 2007 11:46
961,"06 La traviata - Act 3, 'Parigi, o cara'.wma",.wma,\CD 63 - American Music Special\,"4,278,830",07 Jul 2007 11:46
962,"07 Piano Sonata No. 59 in E flat major, Hob 49 - 2nd movement, Adagio e cantabile (opening).wma",.wma,\CD 63 - American Music Special\,"3,549,724",07 Jul 2007 11:46
963,"08 The Marriage of Figaro - Act 1, Duettino - 'Se vuol ballare'.wma",.wma,\CD 63 - American Music Special\,"7,589,534",07 Jul 2007 11:46
964,"09 Concerto for Orchestra - finale, Pesante (opening).wma",.wma,\CD 63 - American Music Special\,"3,250,906",07 Jul 2007 11:46
965,"11 Cello Sonata No. 2 in G minor - 4th movement, Allegro vivo.wma",.wma,\CD 63 - American Music Special\,"4,410,230",07 Jul 2007 11:46
966,"12 Symphony No. 6 - finale, Allegro moderato (opening).wma",.wma,\CD 63 - American Music Special\,"5,103,472",07 Jul 2007 11:46
967,13 Lamentations - 'lod. Manum suam misit hostis...'.wma,.wma,\CD 63 - American Music Special\,"4,404,258",07 Jul 2007 11:46
968,15 Abii ne viderem - (extract).wma,.wma,\CD 63 - American Music Special\,"2,587,612",07 Jul 2007 11:46
969,16 Mystery Piano Sonata.wma,.wma,\CD 63 - American Music Special\,"3,173,112",07 Jul 2007 11:46
970,17 Requiem - Offertorio.wma,.wma,\CD 63 - American Music Special\,"8,402,206",07 Jul 2007 11:46
972,"01 Suite for cello No. 6 in D major, Prelude.wma",.wma,\Cello Special\,"4,391,976",07 Jul 2007 11:53
973,02 Cello Sonata No. 3 in A major - Scherzo.wma,.wma,\Cello Special\,"5,509,742",07 Jul 2007 11:53
974,03 Cello Concerto - first movement.wma,.wma,\Cello Special\,"6,119,298",07 Jul 2007 11:53
975,04 Bachianas Brasileiras No. 5.wma,.wma,\Cello Special\,"3,543,640",07 Jul 2007 11:53
976,05 Cello Concerto No. 6 in D major.wma,.wma,\Cello Special\,"4,691,016",07 Jul 2007 11:53
977,06 'Le Domain de la Bete'.wma,.wma,\Cello Special\,"3,489,840",07 Jul 2007 11:53
